"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",262,268,2.29
"Jan. Mean Flow",418,425,1.67
"Feb. Mean Flow",461,456,-1.08
"Mar. Mean Flow",634,600,-5.36
"Apr. Mean Flow",414,451,8.94
"May Mean Flow",201,177,-11.9
"Jun. Mean Flow",157,179,14
"Jul. Mean Flow",87.9,91.9,4.55
"Aug. Mean Flow",122,86.3,-29.3
"Sep. Mean Flow",176,207,17.6
"Oct. Mean Flow",112,165,47.3
"Nov. Mean Flow",144,163,13.2
"Dec. Mean Flow",224,230,2.68
