"","X","date","mod.flow"
"275",275,"1984-10-01",850.961751315635
"276",276,"1984-10-02",1079.21999091507
"277",277,"1984-10-03",1229.52430563768
"278",278,"1984-10-04",1200.56170460803
"279",279,"1984-10-05",1111.15508459875
"280",280,"1984-10-06",1025.00618720293
"281",281,"1984-10-07",968.41483381093
"282",282,"1984-10-08",926.79363451655
"283",283,"1984-10-09",889.509082576457
"284",284,"1984-10-10",858.136510803024
"285",285,"1984-10-11",832.92133337351
"286",286,"1984-10-12",810.688781144728
"287",287,"1984-10-13",790.223248139223
"288",288,"1984-10-14",771.593748265123
"289",289,"1984-10-15",755.389955850629
"290",290,"1984-10-16",739.814812444687
"291",291,"1984-10-17",723.505603046329
"292",292,"1984-10-18",714.219507415516
"293",293,"1984-10-19",707.411402824293
"294",294,"1984-10-20",693.259152649522
"295",295,"1984-10-21",676.672784400419
"296",296,"1984-10-22",658.067511616087
"297",297,"1984-10-23",641.927013234274
"298",298,"1984-10-24",713.487701402094
"299",299,"1984-10-25",857.340941629528
"300",300,"1984-10-26",980.442974015081
"301",301,"1984-10-27",980.535447368304
"302",302,"1984-10-28",918.178711053237
"303",303,"1984-10-29",889.738675690753
"304",304,"1984-10-30",869.392168447276
"305",305,"1984-10-31",833.941837611973
"306",306,"1984-11-01",798.343990335805
"307",307,"1984-11-02",767.334290592705
"308",308,"1984-11-03",739.462777887354
"309",309,"1984-11-04",714.590055186756
"310",310,"1984-11-05",702.717168773585
"311",311,"1984-11-06",708.771534826469
"312",312,"1984-11-07",734.899761112985
"313",313,"1984-11-08",765.78775579937
"314",314,"1984-11-09",773.643409508187
"315",315,"1984-11-10",761.227154741181
"316",316,"1984-11-11",755.459773501789
"317",317,"1984-11-12",743.973303617017
"318",318,"1984-11-13",728.599967976169
"319",319,"1984-11-14",710.829637135947
"320",320,"1984-11-15",691.251489122559
"321",321,"1984-11-16",671.246334801436
"322",322,"1984-11-17",651.865173254537
"323",323,"1984-11-18",633.495734415711
"324",324,"1984-11-19",646.854677110148
"325",325,"1984-11-20",702.422537410455
"326",326,"1984-11-21",768.80544768037
"327",327,"1984-11-22",800.904732573857
"328",328,"1984-11-23",798.95894016905
"329",329,"1984-11-24",779.469676797762
"330",330,"1984-11-25",754.494885588847
"331",331,"1984-11-26",729.601174516873
"332",332,"1984-11-27",706.681296861995
"333",333,"1984-11-28",685.847685797716
"334",334,"1984-11-29",764.437301686091
"335",335,"1984-11-30",1190.12828747907
"336",336,"1984-12-01",1678.53820315992
"337",337,"1984-12-02",1597.03094602086
"338",338,"1984-12-03",1373.82091365241
"339",339,"1984-12-04",1162.80610681817
"340",340,"1984-12-05",1022.82422401864
"341",341,"1984-12-06",1101.90526771609
"342",342,"1984-12-07",1260.8317815864
"343",343,"1984-12-08",1247.61037701082
"344",344,"1984-12-09",1156.88934593835
"345",345,"1984-12-10",1109.75358569423
"346",346,"1984-12-11",1126.58627521785
"347",347,"1984-12-12",1174.83754054366
"348",348,"1984-12-13",1213.37631114966
"349",349,"1984-12-14",1221.85170261447
"350",350,"1984-12-15",1204.46355183776
"351",351,"1984-12-16",1175.84657432746
"352",352,"1984-12-17",1149.54782560278
"353",353,"1984-12-18",1120.25418126093
"354",354,"1984-12-19",1096.34132875121
"355",355,"1984-12-20",1073.57392208714
"356",356,"1984-12-21",1071.94601882376
"357",357,"1984-12-22",1132.62319341212
"358",358,"1984-12-23",1226.01955752924
"359",359,"1984-12-24",1252.84182111629
"360",360,"1984-12-25",1225.62606723533
"361",361,"1984-12-26",1178.70897394954
"362",362,"1984-12-27",1134.29960096924
"363",363,"1984-12-28",1096.76467712569
"364",364,"1984-12-29",1064.20605994643
"365",365,"1984-12-30",1034.73975433876
"366",366,"1984-12-31",1017.78030755132
"367",367,"1985-01-01",1030.67809660628
"368",368,"1985-01-02",1043.02999571615
"369",369,"1985-01-03",1181.7246638338
"370",370,"1985-01-04",1947.09654669404
