"","Model"
"Overall Mean Flow",114
"Jan. Mean Flow",144
"Feb. Mean Flow",178
"Mar. Mean Flow",234
"Apr. Mean Flow",170
"May Mean Flow",111
"Jun. Mean Flow",94.2
"Jul. Mean Flow",49.3
"Aug. Mean Flow",51.4
"Sep. Mean Flow",95
"Oct. Mean Flow",72.4
"Nov. Mean Flow",78.6
"Dec. Mean Flow",98.8
