"","Model"
"Min. 1 Day Min",2.88
"Med. 1 Day Min",9.47
"Min. 3 Day Min",2.95
"Med. 3 Day Min",9.83
"Min. 7 Day Min",3.1
"Med. 7 Day Min",10.5
"Min. 30 Day Min",3.75
"Med. 30 Day Min",15.3
"Min. 90 Day Min",8.24
"Med. 90 Day Min",27.1
"7Q10",4.63
"Year of 90-Day Low Flow",2002
"Drought Year Mean",24.4059855772957
"Mean Baseflow",60.6
