"","Model"
"Min. 1 Day Min",9.92
"Med. 1 Day Min",22.1
"Min. 3 Day Min",10.2
"Med. 3 Day Min",22.5
"Min. 7 Day Min",10.8
"Med. 7 Day Min",23.7
"Min. 30 Day Min",13.8
"Med. 30 Day Min",30.2
"Min. 90 Day Min",25.5
"Med. 90 Day Min",43.5
"7Q10",14.4
"Year of 90-Day Low Flow",1988
"Drought Year Mean",45.2052998410518
"Mean Baseflow",65
