"","Model"
"Jan. High Flow",61.3
"Feb. High Flow",173
"Mar. High Flow",140
"Apr. High Flow",345
"May High Flow",362
"Jun. High Flow",344
"Jul. High Flow",213
"Aug. High Flow",266
"Sep. High Flow",99.7
"Oct. High Flow",90.6
"Nov. High Flow",76.5
"Dec. High Flow",70.4
