"","Model"
"Overall Mean Flow",108
"Jan. Mean Flow",149
"Feb. Mean Flow",181
"Mar. Mean Flow",201
"Apr. Mean Flow",149
"May Mean Flow",88.2
"Jun. Mean Flow",57.4
"Jul. Mean Flow",42.4
"Aug. Mean Flow",69.5
"Sep. Mean Flow",136
"Oct. Mean Flow",66.2
"Nov. Mean Flow",66.1
"Dec. Mean Flow",98.8
