"","Model"
"Jan. High Flow",307
"Feb. High Flow",813
"Mar. High Flow",932
"Apr. High Flow",1460
"May High Flow",1900
"Jun. High Flow",1630
"Jul. High Flow",1900
"Aug. High Flow",939
"Sep. High Flow",619
"Oct. High Flow",318
"Nov. High Flow",589
"Dec. High Flow",446
