"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",297,32,93,104,139,229,217,208,137,70,35,30,22,380,429,567,451,341,208,134,151,231,131,270,286,0.58,16,0.593,16.7,0.676,18.1,2.12,30.7,10.8,81.5,4.54,2002,7.48,21.9,168,848,2570,15.7,139,205,747,669,1120,1150,1780,1470,830,620,311,341,189,17000,4940,12200,3420,6100,1810,2150,783,1330,525,71.6114246575342
"Model",285,14.9,48.9,63.3,114,211,165,118,65.2,40.6,20.1,23,20.3,384,489,619,421,255,153,96.7,139,252,133,239,259,0,8.64,-1.39e-15,9.12,0.0141,11.6,1.8,26.9,13.6,51.1,0.744,2002,3.85,14,135,897,2690,14.1,124,154,577,477,1130,1370,2520,1220,667,161,229,196,151,25900,6150,10800,3700,6060,1980,1660,885,1230,524,75.6963594873878
"Pct. Error",-4.04,-53.4,-47.4,-39.1,-18,-7.86,-24,-43.3,-52.4,-42,-42.6,-23.3,-7.73,1.05,14,9.17,-6.65,-25.2,-26.4,-27.8,-7.95,9.09,1.53,-11.5,-9.44,-100,-46,-100,-45.4,-97.9,-35.9,-15.1,-12.4,25.9,-37.3,-83.6,0,-48.5,-36.1,-19.6,5.78,4.67,-10.2,-10.8,-24.9,-22.8,-28.7,0.893,19.1,41.6,-17,-19.6,-74,-26.4,-42.5,-20.1,52.4,24.5,-11.5,8.19,-0.656,9.39,-22.8,13,-7.52,-0.19,5.7
