"","Model"
"Min. 1 Day Min",0.0301
"Med. 1 Day Min",1.51
"Min. 3 Day Min",0.0337
"Med. 3 Day Min",1.78
"Min. 7 Day Min",0.0424
"Med. 7 Day Min",2.4
"Min. 30 Day Min",0.465
"Med. 30 Day Min",5.3
"Min. 90 Day Min",5.07
"Med. 90 Day Min",18.8
"7Q10",0.376
"Year of 90-Day Low Flow",2002
"Drought Year Mean",27.0261529116392
"Mean Baseflow",39.8
