"","Model"
"1% Non-Exceedance",1.12
"5% Non-Exceedance",3.87
"50% Non-Exceedance",43.7
"95% Non-Exceedance",314
"99% Non-Exceedance",972
"Sept. 10% Non-Exceedance",3.61
