"","Model"
"Overall Mean Flow",3470
"Jan. Mean Flow",4330
"Feb. Mean Flow",5320
"Mar. Mean Flow",6380
"Apr. Mean Flow",5280
"May Mean Flow",3580
"Jun. Mean Flow",2880
"Jul. Mean Flow",1760
"Aug. Mean Flow",1560
"Sep. Mean Flow",2700
"Oct. Mean Flow",2220
"Nov. Mean Flow",2650
"Dec. Mean Flow",3110
