"","Model"
"Overall Mean Flow",548
"Jan. Mean Flow",750
"Feb. Mean Flow",933
"Mar. Mean Flow",1160
"Apr. Mean Flow",811
"May Mean Flow",466
"Jun. Mean Flow",276
"Jul. Mean Flow",189
"Aug. Mean Flow",291
"Sep. Mean Flow",544
"Oct. Mean Flow",264
"Nov. Mean Flow",418
"Dec. Mean Flow",511
