"","Date","agency_cd","site_no","Flow","Flow_cd","mod.flow"
"58",1984-02-27,"USGS","02011500",459,"A",912.4399488
"59",1984-02-28,"USGS","02011500",391,"A",710.0569822
"60",1984-02-29,"USGS","02011500",308,"A",574.8851966
"61",1984-03-01,"USGS","02011500",239,"A",454.8172303
"62",1984-03-02,"USGS","02011500",205,"A",359.3879575
"63",1984-03-03,"USGS","02011500",177,"A",291.7613001
"64",1984-03-04,"USGS","02011500",164,"A",246.92187317
"65",1984-03-05,"USGS","02011500",171,"A",220.95934773
"66",1984-03-06,"USGS","02011500",212,"A",218.31349754
"67",1984-03-07,"USGS","02011500",251,"A",211.30291652
"68",1984-03-08,"USGS","02011500",235,"A",200.05018521
"69",1984-03-09,"USGS","02011500",208,"A",196.25809287
"70",1984-03-10,"USGS","02011500",171,"A",177.07174398
"71",1984-03-11,"USGS","02011500",170,"A",160.37271024
"72",1984-03-12,"USGS","02011500",146,"A",147.67936659
"73",1984-03-13,"USGS","02011500",158,"A",146.25916957
"74",1984-03-14,"USGS","02011500",209,"A",173.38243678
"75",1984-03-15,"USGS","02011500",270,"A",188.99762964
"76",1984-03-16,"USGS","02011500",350,"A",206.10527194
"77",1984-03-17,"USGS","02011500",423,"A",337.8845209
"78",1984-03-18,"USGS","02011500",346,"A",389.0564764
"79",1984-03-19,"USGS","02011500",285,"A",423.5968493
"80",1984-03-20,"USGS","02011500",250,"A",527.578781
"81",1984-03-21,"USGS","02011500",3290,"A",2777.3950665
"82",1984-03-22,"USGS","02011500",1560,"A",1997.5407408
"83",1984-03-23,"USGS","02011500",752,"A",1634.1534271
"84",1984-03-24,"USGS","02011500",502,"A",1371.6943777
"85",1984-03-25,"USGS","02011500",395,"A",1212.3183517
"86",1984-03-26,"USGS","02011500",343,"A",1169.4460754
"87",1984-03-27,"USGS","02011500",302,"A",1123.325676
"88",1984-03-28,"USGS","02011500",486,"A",1133.8776931
"89",1984-03-29,"USGS","02011500",1430,"A",1415.2806856
"90",1984-03-30,"USGS","02011500",867,"A",1126.8806343
"91",1984-03-31,"USGS","02011500",572,"A",814.7066994
"92",1984-04-01,"USGS","02011500",425,"A",625.2640152
"93",1984-04-02,"USGS","02011500",330,"A",507.2823142
"94",1984-04-03,"USGS","02011500",276,"A",441.7683392
"95",1984-04-04,"USGS","02011500",314,"A",408.2354661
"96",1984-04-05,"USGS","02011500",1210,"A",1504.8728556
"97",1984-04-06,"USGS","02011500",764,"A",1156.3928184
"98",1984-04-07,"USGS","02011500",502,"A",977.9611245
"99",1984-04-08,"USGS","02011500",361,"A",755.7385941
"100",1984-04-09,"USGS","02011500",290,"A",596.0255929
"101",1984-04-10,"USGS","02011500",252,"A",496.7990627
"102",1984-04-11,"USGS","02011500",222,"A",441.8074779
"103",1984-04-12,"USGS","02011500",192,"A",405.9238088
"104",1984-04-13,"USGS","02011500",168,"A",377.8092176
"105",1984-04-14,"USGS","02011500",160,"A",360.5556821
"106",1984-04-15,"USGS","02011500",174,"A",460.5253746
"107",1984-04-16,"USGS","02011500",177,"A",683.3745844
"108",1984-04-17,"USGS","02011500",201,"A",751.4493544
"109",1984-04-18,"USGS","02011500",204,"A",659.5775183
"110",1984-04-19,"USGS","02011500",189,"A",560.2216224
"111",1984-04-20,"USGS","02011500",171,"A",477.213051
"112",1984-04-21,"USGS","02011500",155,"A",413.1986524
"113",1984-04-22,"USGS","02011500",410,"A",435.5399159
"114",1984-04-23,"USGS","02011500",942,"A",1343.4298736
"115",1984-04-24,"USGS","02011500",722,"A",1166.7360841
"116",1984-04-25,"USGS","02011500",491,"A",807.0450382
"117",1984-04-26,"USGS","02011500",352,"A",626.7644578
"118",1984-04-27,"USGS","02011500",279,"A",505.7874621
"119",1984-04-28,"USGS","02011500",243,"A",429.982416
"120",1984-04-29,"USGS","02011500",590,"A",493.3315374
"121",1984-04-30,"USGS","02011500",440,"A",583.5039025
"122",1984-05-01,"USGS","02011500",318,"A",496.2395575
"123",1984-05-02,"USGS","02011500",258,"A",417.5943393
"124",1984-05-03,"USGS","02011500",276,"A",358.9837599
"125",1984-05-04,"USGS","02011500",758,"A",425.9176187
"126",1984-05-05,"USGS","02011500",638,"A",525.9903833
"127",1984-05-06,"USGS","02011500",815,"A",734.780195
"128",1984-05-07,"USGS","02011500",867,"A",749.0070934
"129",1984-05-08,"USGS","02011500",640,"A",949.1547508
"130",1984-05-09,"USGS","02011500",480,"A",723.7929954
"131",1984-05-10,"USGS","02011500",366,"A",575.955269
"132",1984-05-11,"USGS","02011500",290,"A",468.5954438
"133",1984-05-12,"USGS","02011500",243,"A",396.2662276
"134",1984-05-13,"USGS","02011500",204,"A",345.9795885
"135",1984-05-14,"USGS","02011500",177,"A",309.4051627
"136",1984-05-15,"USGS","02011500",150,"A",280.9033592
"137",1984-05-16,"USGS","02011500",132,"A",257.1811933
"138",1984-05-17,"USGS","02011500",119,"A",236.55935277
"139",1984-05-18,"USGS","02011500",108,"A",219.09126092
"140",1984-05-19,"USGS","02011500",100,"A",202.3607874
"141",1984-05-20,"USGS","02011500",92,"A",185.64133498
"142",1984-05-21,"USGS","02011500",85,"A",169.54789019
"143",1984-05-22,"USGS","02011500",76,"A",154.33641051
"144",1984-05-23,"USGS","02011500",73,"A",140.16046143
"145",1984-05-24,"USGS","02011500",73,"A",129.41419553
"146",1984-05-25,"USGS","02011500",63,"A",118.76089192
"147",1984-05-26,"USGS","02011500",58,"A",109.14067743
"148",1984-05-27,"USGS","02011500",57,"A",101.01060725
"149",1984-05-28,"USGS","02011500",61,"A",96.45015789
"150",1984-05-29,"USGS","02011500",81,"A",133.08584164
"151",1984-05-30,"USGS","02011500",88,"A",150.84544706
"152",1984-05-31,"USGS","02011500",83,"A",146.70957329
"153",1984-06-01,"USGS","02011500",74,"A",130.47645899
"154",1984-06-02,"USGS","02011500",66,"A",113.98032714
"155",1984-06-03,"USGS","02011500",60,"A",99.87977648
"156",1984-06-04,"USGS","02011500",54,"A",87.82125877
"157",1984-06-05,"USGS","02011500",48,"A",77.21102477
"158",1984-06-06,"USGS","02011500",43,"A",68.7980752
"159",1984-06-07,"USGS","02011500",39,"A",60.95868849
"160",1984-06-08,"USGS","02011500",36,"A",54.17281031
"161",1984-06-09,"USGS","02011500",34,"A",50.31988929
"162",1984-06-10,"USGS","02011500",32,"A",47.44321715
"163",1984-06-11,"USGS","02011500",29,"A",45.05246781
"164",1984-06-12,"USGS","02011500",27,"A",42.81872394
"165",1984-06-13,"USGS","02011500",26,"A",40.64458584
"166",1984-06-14,"USGS","02011500",39,"A",39.39702499
"167",1984-06-15,"USGS","02011500",29,"A",38.53199565
"168",1984-06-16,"USGS","02011500",25,"A",37.7666576
"169",1984-06-17,"USGS","02011500",27,"A",37.26749048
"170",1984-06-18,"USGS","02011500",26,"A",38.17233528
"171",1984-06-19,"USGS","02011500",23,"A",36.6853831
"172",1984-06-20,"USGS","02011500",20,"A",35.90904011
"173",1984-06-21,"USGS","02011500",20,"A",35.39312672
"174",1984-06-22,"USGS","02011500",22,"A",35.29027949
"175",1984-06-23,"USGS","02011500",21,"A",34.77709829
"176",1984-06-24,"USGS","02011500",33,"A",36.66920793
"177",1984-06-25,"USGS","02011500",35,"A",39.49837194
"178",1984-06-26,"USGS","02011500",26,"A",48.70068634
"179",1984-06-27,"USGS","02011500",21,"A",44.30912661
"180",1984-06-28,"USGS","02011500",20,"A",40.03321302
"181",1984-06-29,"USGS","02011500",20,"A",37.57327853
"182",1984-06-30,"USGS","02011500",21,"A",38.53645194
"183",1984-07-01,"USGS","02011500",65,"A",70.59977188
"184",1984-07-02,"USGS","02011500",60,"A",71.02771402
"185",1984-07-03,"USGS","02011500",40,"A",61.98510837
"186",1984-07-04,"USGS","02011500",30,"A",55.3336122
"187",1984-07-05,"USGS","02011500",29,"A",51.85617828
"188",1984-07-06,"USGS","02011500",30,"A",49.89870631
"189",1984-07-07,"USGS","02011500",41,"A",158.63167949
"190",1984-07-08,"USGS","02011500",30,"A",88.44024157
"191",1984-07-09,"USGS","02011500",25,"A",68.01249243
"192",1984-07-10,"USGS","02011500",119,"A",61.20702792
"193",1984-07-11,"USGS","02011500",243,"A",57.43001819
"194",1984-07-12,"USGS","02011500",136,"A",102.0774982
"195",1984-07-13,"USGS","02011500",104,"A",177.7172613
"196",1984-07-14,"USGS","02011500",74,"A",181.45036272
"197",1984-07-15,"USGS","02011500",55,"A",155.84244437
"198",1984-07-16,"USGS","02011500",44,"A",127.18121722
"199",1984-07-17,"USGS","02011500",39,"A",103.63823604
"200",1984-07-18,"USGS","02011500",40,"A",104.66321565
"201",1984-07-19,"USGS","02011500",34,"A",94.56045794
"202",1984-07-20,"USGS","02011500",28,"A",85.34839867
"203",1984-07-21,"USGS","02011500",602,"A",287.6520278
"204",1984-07-22,"USGS","02011500",322,"A",298.0784874
"205",1984-07-23,"USGS","02011500",168,"A",257.61045942
"206",1984-07-24,"USGS","02011500",115,"A",209.20312739
"207",1984-07-25,"USGS","02011500",87,"A",167.82284688
"208",1984-07-26,"USGS","02011500",73,"A",135.80273675
"209",1984-07-27,"USGS","02011500",96,"A",155.82769203
"210",1984-07-28,"USGS","02011500",76,"A",159.94918252
"211",1984-07-29,"USGS","02011500",61,"A",137.52629947
"212",1984-07-30,"USGS","02011500",52,"A",115.90292502
"213",1984-07-31,"USGS","02011500",44,"A",99.02675343
"214",1984-08-01,"USGS","02011500",36,"A",85.59983325
"215",1984-08-02,"USGS","02011500",40,"A",84.90080281
"216",1984-08-03,"USGS","02011500",269,"A",75.45130822
"217",1984-08-04,"USGS","02011500",125,"A",71.45177315
"218",1984-08-05,"USGS","02011500",100,"A",73.98752449
"219",1984-08-06,"USGS","02011500",83,"A",76.86912655
"220",1984-08-07,"USGS","02011500",71,"A",75.71568557
"221",1984-08-08,"USGS","02011500",61,"A",71.50424549
"222",1984-08-09,"USGS","02011500",60,"A",69.94871426
"223",1984-08-10,"USGS","02011500",117,"A",71.63784624
"224",1984-08-11,"USGS","02011500",430,"A",86.23870062
"225",1984-08-12,"USGS","02011500",4140,"A",1485.09420259
"226",1984-08-13,"USGS","02011500",2000,"A",1201.6889614
"227",1984-08-14,"USGS","02011500",1270,"A",1251.9096945
"228",1984-08-15,"USGS","02011500",614,"A",1064.0231324
"229",1984-08-16,"USGS","02011500",348,"A",915.2463648
"230",1984-08-17,"USGS","02011500",231,"A",672.2206707
"231",1984-08-18,"USGS","02011500",186,"A",478.400471
"232",1984-08-19,"USGS","02011500",152,"A",365.7628232
"233",1984-08-20,"USGS","02011500",123,"A",292.0768729
"234",1984-08-21,"USGS","02011500",98,"A",247.22563363
"235",1984-08-22,"USGS","02011500",83,"A",216.94612502
"236",1984-08-23,"USGS","02011500",74,"A",194.78181411
"237",1984-08-24,"USGS","02011500",68,"A",176.52894639
"238",1984-08-25,"USGS","02011500",61,"A",160.80867145
"239",1984-08-26,"USGS","02011500",55,"A",146.63650084
"240",1984-08-27,"USGS","02011500",49,"A",133.60033036
"241",1984-08-28,"USGS","02011500",47,"A",122.0797229
"242",1984-08-29,"USGS","02011500",48,"A",111.62845422
"243",1984-08-30,"USGS","02011500",81,"A",112.71435024
"244",1984-08-31,"USGS","02011500",165,"A",806.11426243
"245",1984-09-01,"USGS","02011500",113,"A",373.8226874
"246",1984-09-02,"USGS","02011500",92,"A",267.42186736
"247",1984-09-03,"USGS","02011500",87,"A",211.10622501
"248",1984-09-04,"USGS","02011500",79,"A",208.06114388
"249",1984-09-05,"USGS","02011500",66,"A",186.97381162
"250",1984-09-06,"USGS","02011500",57,"A",157.1647296
"251",1984-09-07,"USGS","02011500",48,"A",138.01236488
"252",1984-09-08,"USGS","02011500",45,"A",124.65361168
"253",1984-09-09,"USGS","02011500",43,"A",113.98365402
"254",1984-09-10,"USGS","02011500",40,"A",104.48247575
"255",1984-09-11,"USGS","02011500",29,"A",95.4804089
"256",1984-09-12,"USGS","02011500",27,"A",86.78424001
"257",1984-09-13,"USGS","02011500",25,"A",78.4019451
"258",1984-09-14,"USGS","02011500",27,"A",70.93838024
"259",1984-09-15,"USGS","02011500",27,"A",66.69458365
"260",1984-09-16,"USGS","02011500",24,"A",63.5391178
"261",1984-09-17,"USGS","02011500",20,"A",60.94528174
"262",1984-09-18,"USGS","02011500",23,"A",58.57260659
"263",1984-09-19,"USGS","02011500",22,"A",56.34093428
"264",1984-09-20,"USGS","02011500",19,"A",54.19849683
"265",1984-09-21,"USGS","02011500",20,"A",52.08817005
"266",1984-09-22,"USGS","02011500",17,"A",50.01225639
"267",1984-09-23,"USGS","02011500",16,"A",48.05986581
"268",1984-09-24,"USGS","02011500",17,"A",46.20494327
"269",1984-09-25,"USGS","02011500",17,"A",44.43844487
"270",1984-09-26,"USGS","02011500",18,"A",42.8384794
"271",1984-09-27,"USGS","02011500",19,"A",41.5987556
"272",1984-09-28,"USGS","02011500",25,"A",58.89875993
"273",1984-09-29,"USGS","02011500",25,"A",68.24512076
"274",1984-09-30,"USGS","02011500",27,"A",66.87462018
"275",1984-10-01,"USGS","02011500",72,"A",112.40895603
"276",1984-10-02,"USGS","02011500",53,"A",157.03757529
"277",1984-10-03,"USGS","02011500",46,"A",225.06895829
"278",1984-10-04,"USGS","02011500",38,"A",215.24130342
"279",1984-10-05,"USGS","02011500",32,"A",190.16315268
"280",1984-10-06,"USGS","02011500",28,"A",165.8706064
"281",1984-10-07,"USGS","02011500",27,"A",146.3801055
"282",1984-10-08,"USGS","02011500",28,"A",131.30345438
"283",1984-10-09,"USGS","02011500",28,"A",119.57105683
"284",1984-10-10,"USGS","02011500",26,"A",109.19874621
"285",1984-10-11,"USGS","02011500",25,"A",100.50184346
"286",1984-10-12,"USGS","02011500",24,"A",92.64080332
"287",1984-10-13,"USGS","02011500",23,"A",85.11997724
"288",1984-10-14,"USGS","02011500",22,"A",77.89944887
"289",1984-10-15,"USGS","02011500",23,"A",71.49015642
"290",1984-10-16,"USGS","02011500",24,"A",80.9455602
"291",1984-10-17,"USGS","02011500",24,"A",76.37854387
"292",1984-10-18,"USGS","02011500",25,"A",74.31359291
"293",1984-10-19,"USGS","02011500",24,"A",71.62104367
"294",1984-10-20,"USGS","02011500",23,"A",67.72937489
"295",1984-10-21,"USGS","02011500",21,"A",62.68650983
"296",1984-10-22,"USGS","02011500",22,"A",57.22480319
"297",1984-10-23,"USGS","02011500",25,"A",56.1398294
"298",1984-10-24,"USGS","02011500",37,"A",165.92547679
"299",1984-10-25,"USGS","02011500",31,"A",152.45502901
"300",1984-10-26,"USGS","02011500",36,"A",122.79020024
"301",1984-10-27,"USGS","02011500",40,"A",102.21496438
"302",1984-10-28,"USGS","02011500",44,"A",86.90956809
"303",1984-10-29,"USGS","02011500",77,"A",291.9824103
"304",1984-10-30,"USGS","02011500",66,"A",260.44555672
"305",1984-10-31,"USGS","02011500",57,"A",206.94387294
"306",1984-11-01,"USGS","02011500",51,"A",161.06515454
"307",1984-11-02,"USGS","02011500",49,"A",127.20880985
"308",1984-11-03,"USGS","02011500",50,"A",104.82147835
"309",1984-11-04,"USGS","02011500",45,"A",90.98043013
"310",1984-11-05,"USGS","02011500",81,"A",169.70062422
"311",1984-11-06,"USGS","02011500",93,"A",194.08904649
"312",1984-11-07,"USGS","02011500",84,"A",208.21666147
"313",1984-11-08,"USGS","02011500",68,"A",198.57681037
"314",1984-11-09,"USGS","02011500",60,"A",168.13107063
"315",1984-11-10,"USGS","02011500",53,"A",139.14356328
"316",1984-11-11,"USGS","02011500",61,"A",169.75870705
"317",1984-11-12,"USGS","02011500",59,"A",184.82921268
"318",1984-11-13,"USGS","02011500",56,"A",166.69878148
"319",1984-11-14,"USGS","02011500",50,"A",144.85704705
"320",1984-11-15,"USGS","02011500",51,"A",127.08357808
"321",1984-11-16,"USGS","02011500",48,"A",114.23463106
"322",1984-11-17,"USGS","02011500",45,"A",105.13988063
"323",1984-11-18,"USGS","02011500",44,"A",98.82141067
"324",1984-11-19,"USGS","02011500",166,"A",130.8850732
"325",1984-11-20,"USGS","02011500",237,"A",155.0512805
"326",1984-11-21,"USGS","02011500",153,"A",145.7525711
"327",1984-11-22,"USGS","02011500",111,"A",131.3157959
"328",1984-11-23,"USGS","02011500",91,"A",120.5662608
"329",1984-11-24,"USGS","02011500",77,"A",124.52359678
"330",1984-11-25,"USGS","02011500",67,"A",145.26079417
"331",1984-11-26,"USGS","02011500",58,"A",159.95394516
"332",1984-11-27,"USGS","02011500",52,"A",177.73871467
"333",1984-11-28,"USGS","02011500",224,"A",291.24400419
"334",1984-11-29,"USGS","02011500",404,"A",1474.1574465
"335",1984-11-30,"USGS","02011500",221,"A",860.8510191
"336",1984-12-01,"USGS","02011500",150,"A",657.9622325
"337",1984-12-02,"USGS","02011500",111,"A",493.3130722
"338",1984-12-03,"USGS","02011500",94,"A",386.691493
"339",1984-12-04,"USGS","02011500",80,"A",323.6622496
"340",1984-12-05,"USGS","02011500",72,"A",283.5070831
"341",1984-12-06,"USGS","02011500",74,"A",260.4701384
"342",1984-12-07,"USGS","02011500",65,"A",241.35789682
"343",1984-12-08,"USGS","02011500",59,"A",225.26177975
"344",1984-12-09,"USGS","02011500",58,"A",212.76565932
"345",1984-12-10,"USGS","02011500",59,"A",206.31503963
"346",1984-12-11,"USGS","02011500",64,"A",226.3894051
"347",1984-12-12,"USGS","02011500",72,"A",248.4571132
"348",1984-12-13,"USGS","02011500",80,"A",246.3490189
"349",1984-12-14,"USGS","02011500",74,"A",259.6075525
"350",1984-12-15,"USGS","02011500",69,"A",263.284808
"351",1984-12-16,"USGS","02011500",66,"A",252.7888661
"352",1984-12-17,"USGS","02011500",62,"A",237.84615524
"353",1984-12-18,"USGS","02011500",59,"A",222.18808175
"354",1984-12-19,"USGS","02011500",63,"A",208.96374417
"355",1984-12-20,"USGS","02011500",79,"A",204.47005083
"356",1984-12-21,"USGS","02011500",159,"A",342.56212411
"357",1984-12-22,"USGS","02011500",305,"A",395.6779405
"358",1984-12-23,"USGS","02011500",243,"A",366.0230446
"359",1984-12-24,"USGS","02011500",178,"A",319.2131262
"360",1984-12-25,"USGS","02011500",287,"A",304.0809973
"361",1984-12-26,"USGS","02011500",244,"A",291.6571978
"362",1984-12-27,"USGS","02011500",176,"A",255.5275184
"363",1984-12-28,"USGS","02011500",135,"A",297.21288766
"364",1984-12-29,"USGS","02011500",110,"A",445.9455243
"365",1984-12-30,"USGS","02011500",94,"A",464.8169863
"366",1984-12-31,"USGS","02011500",96,"A",539.9103105
"367",1985-01-01,"USGS","02011500",107,"A",519.146576
"368",1985-01-02,"USGS","02011500",225,"A",556.8968886
"369",1985-01-03,"USGS","02011500",316,"A",608.0795744
"370",1985-01-04,"USGS","02011500",513,"A",709.65761
"371",1985-01-05,"USGS","02011500",347,"A",745.4813575
"372",1985-01-06,"USGS","02011500",226,"A",645.0179766
"373",1985-01-07,"USGS","02011500",170,"A",545.106457
"374",1985-01-08,"USGS","02011500",134,"A",470.1387518
"375",1985-01-09,"USGS","02011500",105,"A",416.9355774
"376",1985-01-10,"USGS","02011500",89,"A",378.2523222
"377",1985-01-11,"USGS","02011500",80,"A",350.0810825
"378",1985-01-12,"USGS","02011500",70,"A",326.9114019
"379",1985-01-13,"USGS","02011500",63,"A",307.0346707
"380",1985-01-14,"USGS","02011500",59,"A",289.601469
"381",1985-01-15,"USGS","02011500",55,"A",274.0917263
"382",1985-01-16,"USGS","02011500",45,"A",259.3050623
"383",1985-01-17,"USGS","02011500",49,"A",249.5721457
"384",1985-01-18,"USGS","02011500",48,"A",234.21904855
"385",1985-01-19,"USGS","02011500",45,"A",222.69758704
"386",1985-01-20,"USGS","02011500",36,"A",211.36036298
"387",1985-01-21,"USGS","02011500",32,"A",200.23299598
"388",1985-01-22,"USGS","02011500",37,"A",189.80573605
"389",1985-01-23,"USGS","02011500",37,"A",180.01260521
"390",1985-01-24,"USGS","02011500",35,"A",170.82862473
"391",1985-01-25,"USGS","02011500",36,"A",162.45949223
"392",1985-01-26,"USGS","02011500",30,"A",155.69368605
"393",1985-01-27,"USGS","02011500",27,"A",151.56751634
"394",1985-01-28,"USGS","02011500",29,"A",143.6375694
"395",1985-01-29,"USGS","02011500",28,"A",136.13107061
"396",1985-01-30,"USGS","02011500",25,"A",129.40918683
"397",1985-01-31,"USGS","02011500",30,"A",128.83171223
"398",1985-02-01,"USGS","02011500",128,"A",174.91776797
"399",1985-02-02,"USGS","02011500",420,"A",247.97567735
"400",1985-02-03,"USGS","02011500",287,"A",221.89391515
"401",1985-02-04,"USGS","02011500",185,"A",171.129817
"402",1985-02-05,"USGS","02011500",142,"A",139.10484645
"403",1985-02-06,"USGS","02011500",123,"A",121.37677814
"404",1985-02-07,"USGS","02011500",100,"A",109.80284214
"405",1985-02-08,"USGS","02011500",79,"A",102.0101576
"406",1985-02-09,"USGS","02011500",77,"A",96.1896937
"407",1985-02-10,"USGS","02011500",70,"A",91.41302369
"408",1985-02-11,"USGS","02011500",63,"A",87.36587784
"409",1985-02-12,"USGS","02011500",158,"A",191.00364891
"410",1985-02-13,"USGS","02011500",141,"A",180.56682825
"411",1985-02-14,"USGS","02011500",101,"A",125.49387931
"412",1985-02-15,"USGS","02011500",82,"A",99.25475
"413",1985-02-16,"USGS","02011500",71,"A",85.65440537
"414",1985-02-17,"USGS","02011500",63,"A",77.85512877
"415",1985-02-18,"USGS","02011500",59,"A",86.0416305
"416",1985-02-19,"USGS","02011500",61,"A",130.30183123
"417",1985-02-20,"USGS","02011500",72,"A",496.4877103
"418",1985-02-21,"USGS","02011500",86,"A",736.3309867
"419",1985-02-22,"USGS","02011500",114,"A",1316.788897
"420",1985-02-23,"USGS","02011500",199,"A",1481.6156692
"421",1985-02-24,"USGS","02011500",457,"A",2245.9497233
"422",1985-02-25,"USGS","02011500",1020,"A",1776.7245865
"423",1985-02-26,"USGS","02011500",1150,"A",2182.5883789
"424",1985-02-27,"USGS","02011500",738,"A",1639.6709139
"425",1985-02-28,"USGS","02011500",537,"A",1349.0215492
"426",1985-03-01,"USGS","02011500",395,"A",1176.8506165
"427",1985-03-02,"USGS","02011500",291,"A",1047.88908
"428",1985-03-03,"USGS","02011500",253,"A",946.8332063
"429",1985-03-04,"USGS","02011500",206,"A",810.9202384
"430",1985-03-05,"USGS","02011500",178,"A",615.6775323
"431",1985-03-06,"USGS","02011500",152,"A",500.2537289
"432",1985-03-07,"USGS","02011500",130,"A",418.2489244
"433",1985-03-08,"USGS","02011500",122,"A",357.9427683
"434",1985-03-09,"USGS","02011500",131,"A",372.978816
"435",1985-03-10,"USGS","02011500",126,"A",436.0956537
"436",1985-03-11,"USGS","02011500",131,"A",415.7459372
"437",1985-03-12,"USGS","02011500",523,"A",1098.361448
"438",1985-03-13,"USGS","02011500",396,"A",1030.947548
"439",1985-03-14,"USGS","02011500",167,"A",862.5102558
"440",1985-03-15,"USGS","02011500",131,"A",652.6685101
"441",1985-03-16,"USGS","02011500",194,"A",500.7607384
"442",1985-03-17,"USGS","02011500",196,"A",407.5428354
"443",1985-03-18,"USGS","02011500",177,"A",348.3685722
"444",1985-03-19,"USGS","02011500",155,"A",310.3824403
"445",1985-03-20,"USGS","02011500",132,"A",284.0799904
"446",1985-03-21,"USGS","02011500",128,"A",264.0904475
"447",1985-03-22,"USGS","02011500",144,"A",249.8804216
"448",1985-03-23,"USGS","02011500",249,"A",292.8279579
"449",1985-03-24,"USGS","02011500",346,"A",410.9459839
"450",1985-03-25,"USGS","02011500",324,"A",498.6525974
"451",1985-03-26,"USGS","02011500",278,"A",492.040924
"452",1985-03-27,"USGS","02011500",230,"A",452.6129055
"453",1985-03-28,"USGS","02011500",194,"A",407.7150155
"454",1985-03-29,"USGS","02011500",210,"A",368.3163664
"455",1985-03-30,"USGS","02011500",270,"A",347.606347
"456",1985-03-31,"USGS","02011500",300,"A",396.1714508
"457",1985-04-01,"USGS","02011500",320,"A",509.9136356
"458",1985-04-02,"USGS","02011500",270,"A",441.7783204
"459",1985-04-03,"USGS","02011500",218,"A",376.0312965
"460",1985-04-04,"USGS","02011500",196,"A",322.6263668
"461",1985-04-05,"USGS","02011500",163,"A",283.9525365
"462",1985-04-06,"USGS","02011500",165,"A",277.1960766
"463",1985-04-07,"USGS","02011500",147,"A",254.2366523
