"","Model"
"Overall Mean Flow",399
"Jan. Mean Flow",473
"Feb. Mean Flow",535
"Mar. Mean Flow",711
"Apr. Mean Flow",572
"May Mean Flow",403
"Jun. Mean Flow",369
"Jul. Mean Flow",240
"Aug. Mean Flow",264
"Sep. Mean Flow",319
"Oct. Mean Flow",261
"Nov. Mean Flow",293
"Dec. Mean Flow",357
