"","Model"
"Jan. Low Flow",91.2
"Feb. Low Flow",125
"Mar. Low Flow",183
"Apr. Low Flow",212
"May Low Flow",344
"Jun. Low Flow",325
"Jul. Low Flow",268
"Aug. Low Flow",217
"Sep. Low Flow",188
"Oct. Low Flow",139
"Nov. Low Flow",119
"Dec. Low Flow",105
