"","Model"
"Min. 1 Day Min",7.32
"Med. 1 Day Min",22.4
"Min. 3 Day Min",7.5
"Med. 3 Day Min",23.2
"Min. 7 Day Min",7.84
"Med. 7 Day Min",24.8
"Min. 30 Day Min",9.84
"Med. 30 Day Min",31.6
"Min. 90 Day Min",20.4
"Med. 90 Day Min",46.7
"7Q10",12.5
"Year of 90-Day Low Flow",2002
"Drought Year Mean",47.2846227138425
"Mean Baseflow",85.9
