"","Model"
"Overall Mean Flow",145
"Jan. Mean Flow",177
"Feb. Mean Flow",204
"Mar. Mean Flow",261
"Apr. Mean Flow",202
"May Mean Flow",141
"Jun. Mean Flow",129
"Jul. Mean Flow",80.7
"Aug. Mean Flow",90.4
"Sep. Mean Flow",116
"Oct. Mean Flow",92.9
"Nov. Mean Flow",109
"Dec. Mean Flow",136
