"","Model"
"Jan. Low Flow",30.9
"Feb. Low Flow",42.9
"Mar. Low Flow",67.3
"Apr. Low Flow",72
"May Low Flow",119
"Jun. Low Flow",119
"Jul. Low Flow",87.1
"Aug. Low Flow",66.8
"Sep. Low Flow",54.3
"Oct. Low Flow",39.8
"Nov. Low Flow",35.1
"Dec. Low Flow",34.9
