"","Model"
"Jan. Low Flow",32
"Feb. Low Flow",81
"Mar. Low Flow",126
"Apr. Low Flow",178
"May Low Flow",258
"Jun. Low Flow",304
"Jul. Low Flow",210
"Aug. Low Flow",123
"Sep. Low Flow",74.3
"Oct. Low Flow",33.5
"Nov. Low Flow",39.8
"Dec. Low Flow",34.3
