"","Model"
"Min. 1 Day Min",1.47
"Med. 1 Day Min",10
"Min. 3 Day Min",1.61
"Med. 3 Day Min",10.5
"Min. 7 Day Min",2.01
"Med. 7 Day Min",11.9
"Min. 30 Day Min",6.39
"Med. 30 Day Min",27.9
"Min. 90 Day Min",21.6
"Med. 90 Day Min",68.4
"7Q10",4.56
"Year of 90-Day Low Flow",1988
"Drought Year Mean",109.85483933985
"Mean Baseflow",182
