"","Model"
"Jan. High Flow",45.8
"Feb. High Flow",110
"Mar. High Flow",134
"Apr. High Flow",328
"May High Flow",380
"Jun. High Flow",370
"Jul. High Flow",374
"Aug. High Flow",207
"Sep. High Flow",88.7
"Oct. High Flow",58.5
"Nov. High Flow",84.6
"Dec. High Flow",72.1
