"","Model"
"Min. 1 Day Min",0.0257
"Med. 1 Day Min",1.62
"Min. 3 Day Min",0.0336
"Med. 3 Day Min",1.74
"Min. 7 Day Min",0.0597
"Med. 7 Day Min",2.21
"Min. 30 Day Min",0.712
"Med. 30 Day Min",5.84
"Min. 90 Day Min",5.51
"Med. 90 Day Min",18.8
"7Q10",0.321
"Year of 90-Day Low Flow",2002
"Drought Year Mean",41.5315413393395
"Mean Baseflow",52.7
