"","Model"
"Overall Mean Flow",131
"Jan. Mean Flow",170
"Feb. Mean Flow",204
"Mar. Mean Flow",290
"Apr. Mean Flow",211
"May Mean Flow",124
"Jun. Mean Flow",101
"Jul. Mean Flow",47.3
"Aug. Mean Flow",48.6
"Sep. Mean Flow",109
"Oct. Mean Flow",87.2
"Nov. Mean Flow",76.3
"Dec. Mean Flow",106
