"","Model"
"Jan. Low Flow",0.364
"Feb. Low Flow",1.5
"Mar. Low Flow",4.46
"Apr. Low Flow",8.06
"May Low Flow",12.7
"Jun. Low Flow",9.59
"Jul. Low Flow",3.96
"Aug. Low Flow",1.08
"Sep. Low Flow",0.187
"Oct. Low Flow",0.0376
"Nov. Low Flow",0.731
"Dec. Low Flow",0.196
