"","Model"
"Overall Mean Flow",5010
"Jan. Mean Flow",5880
"Feb. Mean Flow",7130
"Mar. Mean Flow",7850
"Apr. Mean Flow",6240
"May Mean Flow",4540
"Jun. Mean Flow",4800
"Jul. Mean Flow",4740
"Aug. Mean Flow",4040
"Sep. Mean Flow",3430
"Oct. Mean Flow",3470
"Nov. Mean Flow",3760
"Dec. Mean Flow",4400
