"","Model"
"Jan. Low Flow",1310
"Feb. Low Flow",1420
"Mar. Low Flow",2740
"Apr. Low Flow",3170
"May Low Flow",4790
"Jun. Low Flow",5060
"Jul. Low Flow",2890
"Aug. Low Flow",2170
"Sep. Low Flow",2630
"Oct. Low Flow",3860
"Nov. Low Flow",2540
"Dec. Low Flow",1600
