"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",49,17.7,-63.9
"5% Non-Exceedance",60,34.7,-42.2
"50% Non-Exceedance",152,165,8.55
"95% Non-Exceedance",731,672,-8.07
"99% Non-Exceedance",1500,1470,-2
"Sept. 10% Non-Exceedance",56,31.9,-43
