"","Model"
"Jan. Low Flow",42.7
"Feb. Low Flow",43
"Mar. Low Flow",65
"Apr. Low Flow",133
"May Low Flow",235
"Jun. Low Flow",270
"Jul. Low Flow",201
"Aug. Low Flow",185
"Sep. Low Flow",147
"Oct. Low Flow",97.6
"Nov. Low Flow",64.3
"Dec. Low Flow",40
