"","Model"
"Jan. High Flow",97.3
"Feb. High Flow",224
"Mar. High Flow",210
"Apr. High Flow",379
"May High Flow",252
"Jun. High Flow",775
"Jul. High Flow",331
"Aug. High Flow",280
"Sep. High Flow",159
"Oct. High Flow",107
"Nov. High Flow",97.2
"Dec. High Flow",111
