"","Model"
"Jan. Low Flow",33.8
"Feb. Low Flow",43.4
"Mar. Low Flow",61.9
"Apr. Low Flow",78.8
"May Low Flow",99.4
"Jun. Low Flow",101
"Jul. Low Flow",84.9
"Aug. Low Flow",71.2
"Sep. Low Flow",59.2
"Oct. Low Flow",44.9
"Nov. Low Flow",42.7
"Dec. Low Flow",36.8
