"","Model"
"Overall Mean Flow",123
"Jan. Mean Flow",145
"Feb. Mean Flow",158
"Mar. Mean Flow",206
"Apr. Mean Flow",169
"May Mean Flow",123
"Jun. Mean Flow",117
"Jul. Mean Flow",79.5
"Aug. Mean Flow",90.3
"Sep. Mean Flow",99.2
"Oct. Mean Flow",80.8
"Nov. Mean Flow",96.5
"Dec. Mean Flow",113
