"","Model"
"Jan. Low Flow",25.7
"Feb. Low Flow",36.7
"Mar. Low Flow",57.8
"Apr. Low Flow",58.7
"May Low Flow",88.3
"Jun. Low Flow",117
"Jul. Low Flow",86.6
"Aug. Low Flow",70.3
"Sep. Low Flow",57.6
"Oct. Low Flow",42.5
"Nov. Low Flow",39.2
"Dec. Low Flow",31.5
