"","USGS Gage","Model","Pct. Error"
"Overall Mean Flow",648,650,-0.309
"Jan. Mean Flow",882,896,-1.59
"Feb. Mean Flow",1140,1100,3.51
"Mar. Mean Flow",1210,1180,2.48
"Apr. Mean Flow",1030,887,13.9
"May Mean Flow",485,519,-7.01
"Jun. Mean Flow",330,328,0.606
"Jul. Mean Flow",207,245,-18.4
"Aug. Mean Flow",476,464,2.52
"Sep. Mean Flow",750,797,-6.27
"Oct. Mean Flow",330,400,-21.2
"Nov. Mean Flow",368,413,-12.2
"Dec. Mean Flow",615,611,0.65
