"","Model"
"Min. 1 Day Min",4.47
"Med. 1 Day Min",46.3
"Min. 3 Day Min",4.91
"Med. 3 Day Min",48.2
"Min. 7 Day Min",6.03
"Med. 7 Day Min",50.8
"Min. 30 Day Min",17.1
"Med. 30 Day Min",78.4
"Min. 90 Day Min",68
"Med. 90 Day Min",290
"7Q10",17.6
"Year of 90-Day Low Flow",2002
"Drought Year Mean",449.005515298138
"Mean Baseflow",646
