"","Model"
"Overall Mean Flow",1260
"Jan. Mean Flow",1530
"Feb. Mean Flow",1790
"Mar. Mean Flow",2010
"Apr. Mean Flow",1700
"May Mean Flow",1290
"Jun. Mean Flow",1160
"Jul. Mean Flow",836
"Aug. Mean Flow",889
"Sep. Mean Flow",939
"Oct. Mean Flow",892
"Nov. Mean Flow",1080
"Dec. Mean Flow",1060
